CustomerKey|SourceSystemKey|CustomerName|City|State|CustPricingClass|CustTradeClass|RestorationRefineryCust
42482|7|Customer 42482|Kalamazoo|MI|Not Listed|Not Listed|N
4841|1|Customer 4841|Swansea|IL|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
4842|1|Customer 4842|Earth City|MO|88B1 ALL OTHERS MW|OTHER|N
4844|1|Customer 4844|North Ft Myers|FL|05C5 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
4846|1|Customer 4846|Fort Myers|FL|88C1 ALL OTHERS SE|CARPENTRY/WOODWORKING/DRYWALL|N
4847|1|Customer 4847|Lehigh Acres|FL|88C1 ALL OTHERS SE|CASH SALE/CREDIT CARD|N
4849|1|Customer 4849|Fort Myers|FL|88C1 ALL OTHERS SE|HVAC & SHEET METAL|N
4850|1|Customer 4850|Naples|FL|88C2 ALL OTHERS SE|STEEL ERECTION / WELDING|N
3813|1|Customer 3813|Ridgefield|NJ|88E1 ALL OTHERS HM|CASH SALE/CREDIT CARD|N
26643|1|Customer 26643|Tempe|AZ|05B3 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
26658|1|Customer 26658|Paterson|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
26659|1|Customer 26659|West Olive|MI|88B1 ALL OTHERS MW|BUILDING MAINTENANCE|N
26681|1|Customer 26681|Batavia|OH|88B1 ALL OTHERS MW|CREDIT CARD CUSTOMERS NO TRADE|N
26682|1|Customer 26682|Cape Coral|FL|88C1 ALL OTHERS SE|ROOFING CUSTOMERS|N
26704|1|Customer 26704|Zeeland|MI|88B1 ALL OTHERS MW|OTHER|N
26708|1|Customer 26708|Zeeland|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
26709|1|Customer 26709|Zeeland|MI|88B1 ALL OTHERS MW|BUILDING MAINTENANCE|N
26711|1|Customer 26711|Zeeland|MI|88B2 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
26712|1|Customer 26712|Zeeland|MI|88B1 ALL OTHERS MW|INDUSTRIAL/MANUFACTURING|N
26713|1|Customer 26713|Zeeland|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
26730|1|Customer 26730|Grand Rapids|MI|88B1 ALL OTHERS MW|ROOFING CUSTOMERS|N
26731|1|Customer 26731|Westland|MI|88B3 ALL OTHERS MW|ROOFING CUSTOMERS|N
26733|1|Customer 26733|Wixom|MI|88B1 ALL OTHERS MW|ROOFING CUSTOMERS|N
26735|1|Customer 26735|Wyoming|MI|88B1 ALL OTHERS MW|ROOFING CUSTOMERS|N
26738|1|Customer 26738|Zeeland|MI|88B3 ALL OTHERS MW|ROOFING CUSTOMERS|N
26753|1|Customer 26753|Palmyra|PA|05A1 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
26756|1|Customer 26756|Middleburg|PA|88A1 ALL OTHERS NE|OTHER|N
26758|1|Customer 26758|Clearwater|FL|22C3 MECHANICAL SE|FIRE PROTECTION|N
26759|1|Customer 26759|Hudson|FL|39C6 GOVERNMENT/MUNICIPAL/UTILITY SE|MECHANICAL|N
26776|1|Customer 26776|Harrison|NJ|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
26779|1|Customer 26779|Holmdel|NJ|88A1 ALL OTHERS NE|CREDIT CARD CUSTOMERS NO TRADE|N
26804|1|Customer 26804|Dorchester|MA|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
26807|1|Customer 26807|Union City|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
26809|1|Customer 26809|Mechanicsburg|PA|88A1 ALL OTHERS NE|CASH SALE/CREDIT CARD|N
26825|1|Customer 26825|Hartford|CT|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
26827|1|Customer 26827|Brooksville|FL|22C5 MECHANICAL SE|MECHANICAL|N
32974|1|Customer 32974|Kokomo|IN|88B1 ALL OTHERS MW|ELECTRICAL|N
32976|1|Customer 32976|Plantation|FL|88C1 ALL OTHERS SE|MECHANICAL|N
32978|1|Customer 32978|Red Bank|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
32980|1|Customer 32980|Dillsburg|PA|88A1 ALL OTHERS NE|CREDIT CARD CUSTOMERS NO TRADE|N
32982|1|Customer 32982|Fort Myers|FL|88C1 ALL OTHERS SE|ELECTRICAL|N
32983|1|Customer 32983|Riverside|RI|88A5 ALL OTHERS NE|CREDIT CARD CUSTOMERS NO TRADE|N
32984|1|Customer 32984|Cleveland|0K|88A1 ALL OTHERS NE|GENERAL CONTRACTOR|N
32997|1|Customer 32997|Massillon|OH|88B1 ALL OTHERS MW|GENERAL CONTRACTOR|N
33006|1|Customer 33006|Grosse Pt Woods|MI|88A1 ALL OTHERS NE|OTHER|N
42820|7|Customer 42820|GRAND RAPIDS|MI|Not Listed|Not Listed|N
42835|7|Customer 42835|GRAND RAPIDS|MI|Not Listed|Not Listed|N
42838|7|Customer 42838|South Bend|IN|Not Listed|Not Listed|N
38462|7|Customer 38462|LANSING|MI|Not Listed|Not Listed|N
43373|7|Customer 43373|Portage|MI|Not Listed|Not Listed|N
43374|7|Customer 43374|Benton Harbor|MI|Not Listed|Not Listed|N
43388|7|Customer 43388|Grand Rapids|MI|Not Listed|Not Listed|N
43389|7|Customer 43389|GRANDVILLE|MI|Not Listed|Not Listed|N
43194|7|Customer 43194|Battle Creek|MI|Not Listed|Not Listed|N
43212|7|Customer 43212|Muskegon|MI|Not Listed|Not Listed|N
43213|7|Customer 43213|PLYMOUTH|MI|Not Listed|Not Listed|N
43215|7|Customer 43215|BUTNER|NC|Not Listed|Not Listed|N
43240|7|Customer 43240|Zeeland|MI|Not Listed|Not Listed|N
43261|7|Customer 43261|BATTLE CREEK|MI|Not Listed|Not Listed|N
42795|7|Customer 42795|CEDAR SPRINGS|MI|Not Listed|Not Listed|N
42797|7|Customer 42797|GRAND RAPIDS|MI|Not Listed|Not Listed|N
42799|7|Customer 42799|Portage|MI|Not Listed|Not Listed|N
31614|1|Customer 31614|Kirtland|OH|88B1 ALL OTHERS MW|CREDIT CARD CUSTOMERS NO TRADE|N
152018|10|Customer 152018|Dallas|TX|Not Listed|Not Listed|N
152022|10|Customer 152022|DALLAS|TX|Not Listed|Not Listed|N
152033|10|Customer 152033|FERRIS|TX|Not Listed|Not Listed|N
152367|10|Customer 152367|DETROIT|MI|Not Listed|Not Listed|N
152372|10|Customer 152372|IRVING|TX|Not Listed|Not Listed|N
141909|8|Customer 141909|Indianapolis|IN|22D5 MECHANICAL TN|ROAD AND BRIDGE CONTRACTOR|N
141917|8|Customer 141917|Rock Hill|SC|40D5 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
141919|8|Customer 141919|JACKSONVILLE|FL|88G2 ALL OTHERS NSCS|MISC|N
141921|8|Customer 141921|Lithonia|GA|40D5 CONCRETE TN|CONCRETE CONTRACTOR-COMMERCIAL|N
140964|1|Customer 140964|Woodmere|NY|88E2 ALL OTHERS HM|GENERAL CONTRACTOR|N
140967|1|Customer 140967|Portage|IN|88A1 ALL OTHERS NE|OTHER|N
140968|1|Customer 140968|Perryville|MO|88B1 ALL OTHERS MW|GENERAL CONTRACTOR|N
140970|1|Customer 140970|Syracuse|NY|88A1 ALL OTHERS NE|GOVERNMENT/MUNICIPAL/UTILITY|N
140972|1|Customer 140972|East Rutherford|NJ|88E2 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
147301|8|Customer 147301|Landis|NC|05G3 GENERAL CONTRACTOR NSCS|COMMERCIAL GENERAL CONTRACTOR|N
147271|8|Customer 147271|SAVANNAH|GA|22D4 MECHANICAL TN|COMMERCIAL GENERAL CONTRACTOR|N
147429|8|Customer 147429|Marshville|NC|88G1 ALL OTHERS NSCS|MISC|N
147431|8|Customer 147431|Jacksonville|FL|05G4 GENERAL CONTRACTOR NSCS|COMMERCIAL GENERAL CONTRACTOR|N
147433|8|Customer 147433|Ponte Vedra Beach|FL|22G4 MECHANICAL NSCS|MASONRY CONTRACTORS-RESIDENTIA|N
147127|8|Customer 147127|MYRTLE BEACH|SC|05D4 GENERAL CONTRACTOR TN|COMMERCIAL GENERAL CONTRACTOR|N
147129|8|Customer 147129|Columbia|SC|22D1 MECHANICAL TN|MASONRY CONTRACTOR-COMMERCIAL|N
147130|8|Customer 147130|ADVANCE|NC|05G5 GENERAL CONTRACTOR NSCS|COMMERCIAL GENERAL CONTRACTOR|N
147134|8|Customer 147134|Charleston|SC|22D1 MECHANICAL TN|MASONRY CONTRACTOR-COMMERCIAL|N
147138|8|Customer 147138|W COLUMBIA|SC|22D1 MECHANICAL TN|COMMERCIAL GENERAL CONTRACTOR|N
147599|8|Customer 147599|Myrtle Beach|SC|40D1 CONCRETE TN|CONCRETE CONTRACTOR-COMMERCIAL|N
147601|8|Customer 147601|||88D5 ALL OTHERS TN|MISC|N
146976|8|Customer 146976|COLUMBIA|SC|05D1 GENERAL CONTRACTOR TN|COMMERCIAL GENERAL CONTRACTOR|N
146979|8|Customer 146979|Mckinney|TX|22F3 MECHANICAL TX|RESELLER|N
43084|7|Customer 43084|St. Joseph|MI|Not Listed|Not Listed|N
43100|7|Customer 43100|Zeeland|MI|Not Listed|Not Listed|N
43106|7|Customer 43106|Grand Rapids|MI|Not Listed|Not Listed|N
43108|7|Customer 43108|CHICAGO|IL|Not Listed|Not Listed|N
43125|7|Customer 43125|BRISTOL|CT|Not Listed|Not Listed|N
43149|7|Customer 43149|Grand Rapids|MI|Not Listed|Not Listed|N
43151|7|Customer 43151|HOLT|MI|Not Listed|Not Listed|N
43167|7|Customer 43167|GRAND RAPIDS|MI|Not Listed|Not Listed|N
43168|7|Customer 43168|Kalamazoo|MI|Not Listed|Not Listed|N
43170|7|Customer 43170|GRAND RAPIDS|MI|Not Listed|Not Listed|N
43171|7|Customer 43171|Walker|MI|Not Listed|Not Listed|N
43174|7|Customer 43174|HONOR|MI|Not Listed|Not Listed|N
43176|7|Customer 43176|Wyoming|MI|Not Listed|Not Listed|N
43191|7|Customer 43191|Grand Rapids|MI|Not Listed|Not Listed|N
141882|8|Customer 141882|Port Royal|SC|88D5 ALL OTHERS TN|MISC|N
141883|8|Customer 141883|Mount Pleasant|SC|88D1 ALL OTHERS TN|MISC|N
141889|8|Customer 141889|Jacksonville|FL|40G1 CONCRETE NSCS|CONCRETE CONTRACTOR-RESIDENTIA|N
141890|8|Customer 141890|Ocala|FL|22G5 MECHANICAL NSCS|COMMERCIAL GENERAL CONTRACTOR|N
141892|8|Customer 141892|Saint Augustine|FL|40G5 CONCRETE NSCS|MASONRY CONTRACTOR-COMMERCIAL|N
146102|8|Customer 146102|WINSTON SALEM|NC|22G1 MECHANICAL NSCS|COMMERCIAL GENERAL CONTRACTOR|N
146109|8|Customer 146109|BLUFFTON|SC|22D1 MECHANICAL TN|RESELLER|N
146110|8|Customer 146110|HOLLYWOOD|SC|22D1 MECHANICAL TN|MISC|N
146188|8|Customer 146188|Garner|NC|40G1 CONCRETE NSCS|CONCRETE CONTRACTOR-RESIDENTIA|N
146190|8|Customer 146190|GREENWOOD|MS|05D2 GENERAL CONTRACTOR TN|COMMERCIAL GENERAL CONTRACTOR|N
146192|8|Customer 146192|WADLEY|GA|40D4 CONCRETE TN|MASONRY CONTRACTOR-COMMERCIAL|N
146193|8|Customer 146193|Great Falls|SC|88D5 ALL OTHERS TN|MISC|N
146195|8|Customer 146195|Snow Camp|NC|40G1 CONCRETE NSCS|CONCRETE CONTRACTOR-COMMERCIAL|N
146206|8|Customer 146206|Greenville|SC|05D1 GENERAL CONTRACTOR TN|RESIDENTIAL HOMEBUILDER|N
146209|8|Customer 146209|Summerville|SC|40D3 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
146210|8|Customer 146210|North Charleston|SC|22D1 MECHANICAL TN|MISC|N
146212|8|Customer 146212|Wake Forest|NC|40G4 CONCRETE NSCS|CONCRETE CONTRACTOR-RESIDENTIA|N
146215|8|Customer 146215|Mount Airy|NC|05G1 GENERAL CONTRACTOR NSCS|COMMERCIAL GENERAL CONTRACTOR|N
146216|8|Customer 146216|West Columbia|SC|22D1 MECHANICAL TN|MASONRY CONTRACTORS-RESIDENTIA|N
146217|8|Customer 146217|Simpsonville|SC|40D5 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
146221|8|Customer 146221|JACKSONVILLE|FL|05G4 GENERAL CONTRACTOR NSCS|COMMERCIAL GENERAL CONTRACTOR|N
146222|8|Customer 146222|Middleburg|FL|40G1 CONCRETE NSCS|CONCRETE CONTRACTOR-RESIDENTIA|N
146225|8|Customer 146225|Orlando|FL|88G2 ALL OTHERS NSCS|MISC|N
146226|8|Customer 146226|GRETNA|FL|88G4 ALL OTHERS NSCS|MISC|N
146230|8|Customer 146230|ST JOHNS|FL|40G2 CONCRETE NSCS|CONCRETE CONTRACTOR-RESIDENTIA|N
146239|8|Customer 146239|LEXINGTON|SC|22D1 MECHANICAL TN|MISC|N
5103|1|Customer 5103|Joliet|IL|05B4 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
5106|1|Customer 5106|Chicago|IL|02B5 ELECTRICAL MW|ELECTRICAL|N
5109|1|Customer 5109|Chicago|IL|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
5111|1|Customer 5111|Chicago|IL|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
22394|1|Customer 22394|West Haven|CT|02E5 ELECTRICAL HM|ELECTRICAL|N
22395|1|Customer 22395|Bridgewater|MA|22E5 MECHANICAL HM|CREDIT CARD CUSTOMERS NO TRADE|N
5995|1|Customer 5995|Hummelstown|PA|88A1 ALL OTHERS NE|STEEL ERECTION / WELDING|N
5996|1|Customer 5996|Portage|IN|88B1 ALL OTHERS MW|SCAFFOLDING|N
42342|7|Customer 42342|WAYLAND|MI|Not Listed|Not Listed|N
42370|7|Customer 42370|CALEDONIA|MI|Not Listed|Not Listed|N
41926|7|Customer 41926|Kalamazoo|MI|Not Listed|Not Listed|N
41951|7|Customer 41951|Wyoming|MI|Not Listed|Not Listed|N
41953|7|Customer 41953|SOUTH HAVEN|MI|Not Listed|Not Listed|N
41956|7|Customer 41956|Kalamazoo|MI|Not Listed|Not Listed|N
41957|7|Customer 41957|Kentwood|MI|Not Listed|Not Listed|N
41970|7|Customer 41970|MUSKEGON|MI|Not Listed|Not Listed|N
41972|7|Customer 41972|Grand Rapids|MI|Not Listed|Not Listed|N
41978|7|Customer 41978|Albion|MI|Not Listed|Not Listed|N
41992|7|Customer 41992|Grand Rapids|MI|Not Listed|Not Listed|N
41994|7|Customer 41994|HOWARD CITY|MI|Not Listed|Not Listed|N
41995|7|Customer 41995|Battle Creek|MI|Not Listed|Not Listed|N
41996|7|Customer 41996|Battle Creek|MI|Not Listed|Not Listed|N
41997|7|Customer 41997|Grand Rapids|MI|Not Listed|Not Listed|N
42014|7|Customer 42014|KALAMAZOO|MI|Not Listed|Not Listed|N
42018|7|Customer 42018|LAKEVIEW|MI|Not Listed|Not Listed|N
42021|7|Customer 42021|TWIN LAKE|MI|Not Listed|Not Listed|N
42023|7|Customer 42023|THREE RIVERS|MI|Not Listed|Not Listed|N
42036|7|Customer 42036|GR|MI|Not Listed|Not Listed|N
42043|7|Customer 42043|GRAND RAPIDS|MI|Not Listed|Not Listed|N
42045|7|Customer 42045|WALKERVILLE|MI|Not Listed|Not Listed|N
42062|7|Customer 42062|GRAND RAPIDS|MI|Not Listed|Not Listed|N
42063|7|Customer 42063|Benton Harbor|MI|Not Listed|Not Listed|N
42064|7|Customer 42064|Portage|MI|Not Listed|Not Listed|N
37780|7|Customer 37780|Kalamazoo|MI|Not Listed|Not Listed|N
37786|7|Customer 37786|Grand Rapids|MI|Not Listed|Not Listed|N
37799|7|Customer 37799|Williamsburg|MI|Not Listed|Not Listed|N
37802|7|Customer 37802|Battle Creek|MI|Not Listed|Not Listed|N
37806|7|Customer 37806|Byron Center|MI|Not Listed|Not Listed|N
37822|7|Customer 37822|N. Tonawanda|NY|Not Listed|Not Listed|N
37829|7|Customer 37829|PHOENIX|AZ|Not Listed|Not Listed|N
37830|7|Customer 37830|Greenville|MI|Not Listed|Not Listed|N
37845|7|Customer 37845|Portage|MI|Not Listed|Not Listed|N
37846|7|Customer 37846|NULL|NULL|Not Listed|Not Listed|N
37848|7|Customer 37848|Kalamazoo|MI|Not Listed|Not Listed|N
42374|7|Customer 42374|ATLANTA|GA|Not Listed|Not Listed|N
42388|7|Customer 42388|ZEELAND|MI|Not Listed|Not Listed|N
42389|7|Customer 42389|GRAND RAPIDS|MI|Not Listed|Not Listed|N
37941|7|Customer 37941|FRANKLIN|MA|Not Listed|Not Listed|N
37957|7|Customer 37957|PORTAGE|MI|Not Listed|Not Listed|N
37961|7|Customer 37961|GRAND RAPIDS|MI|Not Listed|Not Listed|N
37963|7|Customer 37963|SUMMERLAND|CA|Not Listed|Not Listed|N
37976|7|Customer 37976|GRAND RAPIDS|MI|Not Listed|Not Listed|N
37977|7|Customer 37977|East Leroy|MI|Not Listed|Not Listed|N
37978|7|Customer 37978|Fruitport|MI|Not Listed|Not Listed|N
37980|7|Customer 37980|KIRKWOOD|NY|Not Listed|Not Listed|N
37985|7|Customer 37985|COOPERSVILLE|MI|Not Listed|Not Listed|N
43181|7|Customer 43181|GRAND RAPIDS|MI|Not Listed|Not Listed|N
43182|7|Customer 43182|MONTAGUE|MI|Not Listed|Not Listed|N
43186|7|Customer 43186|WARREN|MI|Not Listed|Not Listed|N
43187|7|Customer 43187|Kalamazoo|MI|Not Listed|Not Listed|N
43200|7|Customer 43200|Dorr|MI|Not Listed|Not Listed|N
43201|7|Customer 43201|Muskegon|MI|Not Listed|Not Listed|N
43207|7|Customer 43207|EAST HARTFORD|CT|Not Listed|Not Listed|N
6845|1|Customer 6845|Columbia|PA|05A2 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
6846|1|Customer 6846|Exton|PA|88A2 ALL OTHERS NE|TELECOM/DATA|N
6847|1|Customer 6847|Harrisburg|PA|88A2 ALL OTHERS NE|HIGHWAY/BRIDGE CUSTOMERS|N
6848|1|Customer 6848|Reading|PA|05A3 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
6849|1|Customer 6849|Palmyra|PA|05A3 GENERAL CONTRACTOR NE|CARPENTRY/WOODWORKING/DRYWALL|N
6850|1|Customer 6850|Jacksonville|FL|88C1 ALL OTHERS SE|OTHER|N
6851|1|Customer 6851|Hanover|PA|88A1 ALL OTHERS NE|OTHER|N
6852|1|Customer 6852|Fort Worth|TX|88A2 ALL OTHERS NE|GENERAL CONTRACTOR|N
6853|1|Customer 6853|Hershey|PA|02A4 ELECTRICAL NE|ELECTRICAL|N
6855|1|Customer 6855|York|PA|22A5 MECHANICAL NE|MECHANICAL|N
37865|7|Customer 37865|Jenison|MI|Not Listed|Not Listed|N
42393|7|Customer 42393|Wyoming|MI|Not Listed|Not Listed|N
42417|7|Customer 42417|STRATFORD|ON|Not Listed|Not Listed|N
42419|7|Customer 42419|KENILWORTH|NJ|Not Listed|Not Listed|N
42432|7|Customer 42432|VICKSBURG|MI|Not Listed|Not Listed|N
42434|7|Customer 42434|CLIMAX|MI|Not Listed|Not Listed|N
42436|7|Customer 42436|MIDDLEBURY|IN|Not Listed|Not Listed|N
42439|7|Customer 42439|HOLLAND|MI|Not Listed|Not Listed|N
42441|7|Customer 42441|TALLAHASSEE|FL|Not Listed|Not Listed|N
37896|7|Customer 37896||MI|Not Listed|Not Listed|N
37915|7|Customer 37915|Battle Creek|MI|Not Listed|Not Listed|N
37919|7|Customer 37919|GRAND RAPIDS|MI|Not Listed|Not Listed|N
37932|7|Customer 37932|MUSKEGON|MI|Not Listed|Not Listed|N
37937|7|Customer 37937|BYRON CENTER|MI|Not Listed|Not Listed|N
37940|7|Customer 37940|Grand Rapids|MI|Not Listed|Not Listed|N
143951|8|Customer 143951|LADSON|SC|05D1 GENERAL CONTRACTOR TN|COMMERCIAL GENERAL CONTRACTOR|N
143954|8|Customer 143954|PIEDMONT|SC|40D1 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
153884|10|Customer 153884|Irving|TX|Not Listed|Not Listed|N
153887|10|Customer 153887|Fort Worth|TX|Not Listed|Not Listed|N
153888|10|Customer 153888|Cedar Park|TX|Not Listed|Not Listed|N
153866|10|Customer 153866|Fort Worth|TX|Not Listed|Not Listed|N
153867|10|Customer 153867|MIDLAND|TX|Not Listed|Not Listed|N
153870|10|Customer 153870|Argyle|TX|Not Listed|Not Listed|N
153871|10|Customer 153871|GRAPEVINE|TX|Not Listed|Not Listed|N
4755|1|Customer 4755|Dorchester|MA|40E1 CONCRETE HM|CONCRETE|N
4756|1|Customer 4756|Hicksville|NY|88E4 ALL OTHERS HM|MECHANICAL|N
10354|1|Customer 10354|Cambridge|MA|02E5 ELECTRICAL HM|ELECTRICAL|N
10355|1|Customer 10355|Concord|MA|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
10356|1|Customer 10356|South Boston|MA|88E3 ALL OTHERS HM|GLAZIER/GLASS COMPANY|N
10357|1|Customer 10357|Canton|MA|02E1 ELECTRICAL HM|ELECTRICAL|N
10358|1|Customer 10358|Quincy|MA|05E4 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
10359|1|Customer 10359|Burlington|MA|22E4 MECHANICAL HM|MECHANICAL|N
10361|1|Customer 10361|Fort Myers|FL|88C1 ALL OTHERS SE|STEEL ERECTION / WELDING|N
10362|1|Customer 10362|Fort Myers|FL|02C1 ELECTRICAL SE|ELECTRICAL|N
10363|1|Customer 10363|Fort Myers|FL|88C2 ALL OTHERS SE|INDUSTRIAL/MANUFACTURING|N
10364|1|Customer 10364|Fort Myers|FL|88C3 ALL OTHERS SE|GROUNDS MAINT./LANDSCAPING|N
10365|1|Customer 10365|Fort Myers|FL|88C1 ALL OTHERS SE|PLUMBING|N
10366|1|Customer 10366|Fort Myers|FL|39C1 GOVERNMENT/MUNICIPAL/UTILITY SE|GOVERNMENT/MUNICIPAL/UTILITY|N
10806|1|Customer 10806|Moravia|NY|02A1 ELECTRICAL NE|ELECTRICAL|N
10807|1|Customer 10807|Rochester|NY|22A3 MECHANICAL NE|MECHANICAL|N
10811|1|Customer 10811|Rochester|NY|88A4 ALL OTHERS NE|ROOFING CUSTOMERS|N
10812|1|Customer 10812|Rochester|NY|88A1 ALL OTHERS NE|GOVERNMENT/MUNICIPAL/UTILITY|N
10814|1|Customer 10814|Rochester|NY|88A1 ALL OTHERS NE|BUILDING MAINTENANCE|N
9976|1|Customer 9976|Westfield|MA|02E2 ELECTRICAL HM|ELECTRICAL|N
9978|1|Customer 9978|Syracuse|NY|88A1 ALL OTHERS NE|BUILDING MAINTENANCE|N
9981|1|Customer 9981|Lafayette|NY|88A2 ALL OTHERS NE|STEEL ERECTION / WELDING|N
9983|1|Customer 9983|Syracuse|NY|02A1 ELECTRICAL NE|ELECTRICAL|N
9985|1|Customer 9985|Syracuse|NY|88A1 ALL OTHERS NE|GOVERNMENT/MUNICIPAL/UTILITY|N
153399|10|Customer 153399|ARLINGTON|TX|Not Listed|Not Listed|N
153400|10|Customer 153400|HOUMA|LA|Not Listed|Not Listed|N
153402|10|Customer 153402|RHOME|TX|Not Listed|Not Listed|N
141900|8|Customer 141900|Seneca|SC|40D1 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
141901|8|Customer 141901|JACKSONVILLE|FL|88G1 ALL OTHERS NSCS|MISC|N
141904|8|Customer 141904|Brooklyn|OH|88D2 ALL OTHERS TN|MISC|N
143967|8|Customer 143967|LEXINGTON|SC|22D1 MECHANICAL TN|MISC|N
143969|8|Customer 143969|Greer|SC|40D3 CONCRETE TN|MASONRY CONTRACTORS-RESIDENTIA|N
143977|8|Customer 143977|Alpharetta|GA|40D5 CONCRETE TN|CONCRETE CONTRACTOR-COMMERCIAL|N
143982|8|Customer 143982|NULL|NULL|05D1 GENERAL CONTRACTOR TN|RESIDENTIAL HOMEBUILDER|N
143985|8|Customer 143985|NEW LONDON|NC|88G1 ALL OTHERS NSCS|MISC|N
146047|8|Customer 146047|Fayetteville|GA|40D4 CONCRETE TN|MASONRY CONTRACTOR-COMMERCIAL|N
146052|8|Customer 146052|SUMTER|SC|88D1 ALL OTHERS TN|RESELLER|N
146064|8|Customer 146064|Myrtle Beach|SC|05D5 GENERAL CONTRACTOR TN|COMMERCIAL GENERAL CONTRACTOR|N
146067|8|Customer 146067|Piedmont|SC|40D5 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
146086|8|Customer 146086|MYRTLE BEACH|SC|40D1 CONCRETE TN|WATERPROOFING CONTRACTOR|N
146094|8|Customer 146094|Columbia|SC|88D4 ALL OTHERS TN|RESELLER|N
146097|8|Customer 146097|SENECA|SC|40D3 CONCRETE TN|CONCRETE CONTRACTOR-RESIDENTIA|N
140996|7|Customer 140996|MARSHALL|MI|Not Listed|Not Listed|N
141000|1|Customer 141000|Maspeth|NY|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
141002|1|Customer 141002|Providence|RI|88A1 ALL OTHERS NE|OTHER|N
141003|1|Customer 141003|Batavia|OH|88B1 ALL OTHERS MW|GENERAL CONTRACTOR|N
141032|1|Customer 141032|Totowa|NJ|88A1 ALL OTHERS NE|OTHER|N
141035|1|Customer 141035|Munster|IN|88B1 ALL OTHERS MW|OTHER|N
141037|1|Customer 141037|Dallas|TX|88B1 ALL OTHERS MW|OTHER|N
141038|1|Customer 141038|Cleveland|OH|88B1 ALL OTHERS MW|GENERAL CONTRACTOR|N
141576|8|Customer 141576|Palm Coast|FL|22G2 MECHANICAL NSCS|MISC|N
154061|10|Customer 154061|Big Spring|TX|Not Listed|Not Listed|N
4754|1|Customer 4754|Fall River|MA|22E1 MECHANICAL HM|MECHANICAL|N
153544|10|Customer 153544|Breckenridge|TX|Not Listed|Not Listed|N
153545|10|Customer 153545|ROYSE CITY|TX|Not Listed|Not Listed|N
153547|10|Customer 153547|IRVING|TX|Not Listed|Not Listed|N
6179|1|Customer 6179|Elmhurst|IL|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
6184|1|Customer 6184|Elk Grove Vlg|IL|88B1 ALL OTHERS MW|FIRE PROTECTION|N
6186|1|Customer 6186|Elmhurst|IL|88B3 ALL OTHERS MW|PARTITION & DRYWALL|N
6187|1|Customer 6187|Elk Grove Vlg|IL|88B5 ALL OTHERS MW|HVAC & SHEET METAL|N
24458|1|Customer 24458|Woonsocket|RI|88A1 ALL OTHERS NE|CREDIT CARD CUSTOMERS NO TRADE|N
24461|1|Customer 24461|Sarasota|FL|88C1 ALL OTHERS SE|CREDIT CARD CUSTOMERS NO TRADE|N
24467|1|Customer 24467|Youngstown|OH|02B1 ELECTRICAL MW|ELECTRICAL|N
24468|1|Customer 24468|Youngstown|OH|02B1 ELECTRICAL MW|ELECTRICAL|N
2191|1|Customer 2191|Davie|FL|02C2 ELECTRICAL SE|ELECTRICAL|N
2194|1|Customer 2194|Hollywood|FL|88C1 ALL OTHERS SE|CREDIT CARD CUSTOMERS NO TRADE|N
14758|1|Customer 14758|Columbus|OH|88B1 ALL OTHERS MW|INDUSTRIAL/MANUFACTURING|N
14759|1|Customer 14759|Columbus|OH|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
14760|1|Customer 14760|Newark|OH|22B1 MECHANICAL MW|MECHANICAL|N
